select name, country, age FROM singer ORDER BY age	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/concert_singer/concert_singer.sqlite	SELECT name ,  country ,  age FROM singer ORDER BY age DESC
select Name FROM teacher WHERE Teacher_ID NOT IN ( Teacher_ID FROM course_arrange)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/course_teach/course_teach.sqlite	SELECT Name FROM teacher WHERE Teacher_id NOT IN (SELECT Teacher_id FROM course_arrange)

select count(*) FROM visitor WHERE age  30	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT count(*) FROM visitor WHERE age  <  30

select name FROM visitor WHERE LEVEL_of_membership > 4 ORDER BY LEVEL_of_membership	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT name FROM visitor WHERE Level_of_membership  >  4 ORDER BY Level_of_membership DESC

select avg(age) FROM visitor WHERE LEVEL_of_membership!= 4	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT avg(age) FROM visitor WHERE Level_of_membership  <=  4

select name, level_of_membership FROM visitor WHERE membership > 4 ORDER BY age	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT name ,  Level_of_membership FROM visitor WHERE Level_of_membership  >  4 ORDER BY age DESC

select avg(num_of_staff) FROM museum WHERE open_year  2009	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT avg(num_of_staff) FROM museum WHERE open_year  <  2009

select name FROM museum WHERE num_of_staff > ( min(num_of_staff) FROM museum WHERE open_year > 2010)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT name FROM museum WHERE num_of_staff  >  (SELECT min(num_of_staff) FROM museum WHERE open_year  >  2010)

select T1.id, T1.name, T1.level_of_membership FROM visitor AS T1 JOIN visit AS T2 ON T1.id = T2.visitor_id GROUP BY T1.id ORDER BY sum(T2.total_spent) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT t2.visitor_id ,  t1.name ,  t1.Level_of_membership FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id GROUP BY t2.visitor_id ORDER BY sum(t2.Total_spent) DESC LIMIT 1

select name FROM museum WHERE museum_id NOT IN ( museum_id FROM visit)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT name FROM museum WHERE Museum_ID NOT IN (SELECT museum_id FROM visit)

select sum(total_spent) FROM visitor WHERE LEVEL_of_membership = 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT sum(t2.Total_spent) FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id WHERE t1.Level_of_membership  =  1

select T1.name FROM visitor AS T1 JOIN visit AS T2 ON T1.id = T2.visitor_id JOIN museum AS T3 ON T2.museum_id = T3.museum_id WHERE T3.open_year  2009 INTERSECT T1.name FROM visitor AS T1 JOIN visit AS T2 ON T1.id = T2.visitor_id JOIN museum AS T3 ON T2.museum_id = T3.museum_id WHERE T3.open_year > 2011	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  <  2009 INTERSECT SELECT t1.name FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id JOIN museum AS t3 ON t3.Museum_ID  =  t2.Museum_ID WHERE t3.open_year  >  2011

select count(*) FROM visitor WHERE id NOT IN ( visitor_id FROM visit WHERE museum_id IN ( museum_id FROM visit WHERE open_year > 2010 )	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT count(*) FROM visitor WHERE id NOT IN (SELECT t2.visitor_id FROM museum AS t1 JOIN visit AS t2 ON t1.Museum_ID  =  t2.Museum_ID WHERE t1.open_year  >  2010)

select count(*) FROM museum WHERE open_year > 2013 OR open_year  2008	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/museum_visit/museum_visit.sqlite	SELECT count(*) FROM museum WHERE open_year  >  2013 OR open_year  <  2008

select max(loser_rank) FROM matches	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT min(loser_rank) FROM matches

select t1.loser_rank FROM matches AS t1 JOIN ranking AS t2 ON t1.loser_id = t2.loser_id GROUP BY t1.loser_rank ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT min(loser_rank) FROM matches

select T1.tourney_name FROM TOURNEY AS T1 JOIN MATCHES AS T2 ON T1.tourney_id = T2.tourney_id GROUP BY T1.tourney_name HAVING count(*) > 10	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT tourney_name FROM matches GROUP BY tourney_name HAVING count(*)  >  10

select T1.toury_name FROM tournaments AS T1 JOIN MATCHES AS T2 ON T1.toury_id = T2.toury_id GROUP BY T1.toury_name HAVING count(*) > 10	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT tourney_name FROM matches GROUP BY tourney_name HAVING count(*)  >  10

select T1.winner_name FROM players AS T1 JOIN results AS T2 ON T1.player_id = T2.player_id WHERE T2.year = 2013 INTERSECT T1.winner_name FROM players AS T1 JOIN results AS T2 ON T1.player_id = T2.player_id WHERE T2.year = 2016	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT winner_name FROM matches WHERE YEAR  =  2013 INTERSECT SELECT winner_name FROM matches WHERE YEAR  =  2016

select T1.first_name FROM players AS T1 JOIN results AS T2 ON T1.player_id = T2.player_id WHERE T2.year = 2013 INTERSECT T1.first_name FROM players AS T1 JOIN results AS T2 ON T1.player_id = T2.player_id WHERE T2.year = 2016	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT winner_name FROM matches WHERE YEAR  =  2013 INTERSECT SELECT winner_name FROM matches WHERE YEAR  =  2016

select T1.country_code, T1.first_name FROM players AS T1 JOIN results AS T2 ON T1.player_id = T2.player_id JOIN tourneys AS T3 ON T2.tourney_id = T3.tourney_id WHERE T3.tourney_name = "WTA Championships" INTERSECT T1.country_code, T1.first_name FROM players AS T1 JOIN results AS T2 ON T1.player_id = T2.player_id JOIN tourneys AS T3 ON T2.tourney_id = T3.tourney_id WHERE T3.tourney_name = "Australian Open"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'WTA Championships' INTERSECT SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'Australian Open'

select T1.first_name, T1.country_code FROM players AS T1 JOIN ranking AS T2 ON T1.player_id = T2.player_id JOIN tournaments AS T3 ON T2.tournament_id = T3.tournament_id WHERE T3.winner_name = 'WTA Championships' INTERSECT T1.first_name, T1.country_code FROM players AS T1 JOIN ranking AS T2 ON T1.player_id = T2.player_id JOIN tournaments AS T3 ON T2.tournament_id = T3.tournament_id WHERE T3.winner_name = 'Australian Open'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'WTA Championships' INTERSECT SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id WHERE T2.tourney_name  =  'Australian Open'

select first_name, last_name FROM players WHERE hand = left INTERSECT first_name, last_name FROM players WHERE hand = left ORDER BY birth_date	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT first_name ,  last_name FROM players WHERE hand  =  'L' ORDER BY birth_date

select first_name, last_name, hand FROM players WHERE hand = 'left' ORDER BY birth_date	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT first_name ,  last_name FROM players WHERE hand  =  'L' ORDER BY birth_date

select T1.first_name, T1.country_code FROM players AS T1 JOIN ranking AS T2 ON T1.player_id = T2.player_id GROUP BY T1.player_id ORDER BY COUNT(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id ORDER BY T2.tours DESC LIMIT 1

select T1.first_name, T1.country_code FROM players AS T1 JOIN ranking AS T2 ON T1.player_id = T2.player_id GROUP BY T1.player_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT T1.country_code ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id ORDER BY T2.tours DESC LIMIT 1

select T1.winner_name, T1.winner_rank_points FROM winners AS T1 JOIN ranking AS T2 ON T1.winner_id = T2.player_id GROUP BY T1.winner_name ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT winner_name ,  winner_rank_points FROM matches GROUP BY winner_name ORDER BY count(*) DESC LIMIT 1

select T1.winner_name, T2.winner_rank_points FROM players AS T1 JOIN ranking AS T2 ON T1.player_id = T2.player_id GROUP BY T1.winner_name ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT winner_name ,  winner_rank_points FROM matches GROUP BY winner_name ORDER BY count(*) DESC LIMIT 1

select T1.winner_name FROM players AS T1 JOIN ranking AS T2 ON T1.player_id = T2.player_id JOIN tournaments AS T3 ON T2.tourney_id = T3.tourney_id WHERE T3.tourney_name = "Australian Open" AND T2.winner_rank_points = ( max(T2.winner_rank_points) FROM ranking AS T2 JOIN tournaments AS T3 ON T2.tourney_id = T3.tourney_id WHERE T3.tourney_name = "Australian Open")	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT winner_name FROM matches WHERE tourney_name  =  'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1

select T1.winner_name FROM players AS T1 JOIN ranking AS T2 ON T1.player_id = T2.player_id JOIN tournaments AS T3 ON T2.tourney_id = T3.tourney_id WHERE T3.tourney_name = "Australian Open" ORDER BY T2.winner_rank_points DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT winner_name FROM matches WHERE tourney_name  =  'Australian Open' ORDER BY winner_rank_points DESC LIMIT 1

select T1.loser_name, T1.winner_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id = T2.loser_id ORDER BY T2.minutes DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT winner_name ,  loser_name FROM matches ORDER BY minutes DESC LIMIT 1

select T1.winner_name, T1.loser_name FROM players AS T1 JOIN matches AS T2 ON T1.player_id = T2.winner_id ORDER BY T2.minutes DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT winner_name ,  loser_name FROM matches ORDER BY minutes DESC LIMIT 1

select avg(ranking_points), first_name FROM players GROUP BY first_name	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT avg(ranking) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name

select avg(first_name) FROM players	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT avg(ranking) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name

select sum(ranking_points), first_name FROM players	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT sum(ranking_points) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name

select first_name, sum(ranking_points) FROM players GROUP BY first_name	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT sum(ranking_points) ,  T1.first_name FROM players AS T1 JOIN rankings AS T2 ON T1.player_id  =  T2.player_id GROUP BY T1.first_name

select ranking_date, sum(tours) FROM ranking GROUP BY ranking_date	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date

select ranking_date, sum(tours) FROM ranking GROUP BY ranking_date	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT sum(tours) ,  ranking_date FROM rankings GROUP BY ranking_date

select T1.winner_name, T1.winner_rank FROM winners AS T1 JOIN ranking AS T2 ON T1.winner_id = T2.winner_id ORDER BY T1.winner_age LIMIT 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT DISTINCT winner_name ,  winner_rank FROM matches ORDER BY winner_age LIMIT 3

select T1.winner_name, T1.winner_rank FROM winners AS T1 JOIN losers AS T2 ON T1.winner_id = T2.winner_id ORDER BY T2.winner_age LIMIT 3	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT DISTINCT winner_name ,  winner_rank FROM matches ORDER BY winner_age LIMIT 3

select count(DISTINCT T1.winner_name) FROM results AS T1 JOIN players AS T2 ON T1.winner_id = T2.player_id WHERE T1.tournament_name = "WTA Championships" AND T2.hand = "left"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L'

select count(*) FROM players AS T1 JOIN results AS T2 ON T1.player_id = T2.player_id JOIN tournaments AS T3 ON T2.tourney_id = T3.tourney_id WHERE T3.winner_hand = 'left' AND T2.tourney_name = "WTA Championships"	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT count(DISTINCT winner_name) FROM matches WHERE tourney_name  =  'WTA Championships' AND winner_hand  =  'L'

select T1.first_name, T1.country_code, T1.birth_date FROM players AS T1 JOIN ranking AS T2 ON T1.player_id = T2.player_id ORDER BY T2.ranking_points DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1

select T1.first_name, T1.country_code, T1.birth_date FROM players AS T1 JOIN ranking AS T2 ON T1.player_id = T2.player_id GROUP BY T1.player_id ORDER BY count(*) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/wta_1/wta_1.sqlite	SELECT T1.first_name ,  T1.country_code ,  T1.birth_date FROM players AS T1 JOIN matches AS T2 ON T1.player_id  =  T2.winner_id ORDER BY T2.winner_rank_points DESC LIMIT 1

select name, date, result FROM battle	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/battle_death/battle_death.sqlite	SELECT name ,  date FROM battle

select max(death), min(death) FROM death	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/battle_death/battle_death.sqlite	SELECT max(killed) ,  min(killed) FROM death

select death, injury FROM death WHERE ship_type = 't'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/battle_death/battle_death.sqlite	SELECT T1.killed ,  T1.injured FROM death AS T1 JOIN ship AS t2 ON T1.caused_by_ship_id  =  T2.id WHERE T2.tonnage  =  't'

select name, results FROM battle WHERE bulgarian_commander!= 'Boril'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/battle_death/battle_death.sqlite	SELECT name ,  RESULT FROM battle WHERE bulgarian_commander != 'Boril'

select DISTINCT id, name FROM battle WHERE ship_type = 'Brig'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/battle_death/battle_death.sqlite	SELECT DISTINCT T1.id ,  T1.name FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.ship_type  =  'Brig'

select T1.id, T1.name FROM battle AS T1 JOIN death AS T2 ON T1.id = T2.caused_by_ship_id GROUP BY T1.id HAVING count(*) > 10	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/battle_death/battle_death.sqlite	SELECT T1.id ,  T1.name FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle JOIN death AS T3 ON T2.id  =  T3.caused_by_ship_id GROUP BY T1.id HAVING sum(T3.killed)  >  10

select T1.id, T1.name FROM ship AS T1 JOIN death AS T2 ON T1.id = T2.caused_by_ship_id GROUP BY T1.id ORDER BY sum(T2.injured) DESC LIMIT 1	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/battle_death/battle_death.sqlite	SELECT T2.id ,  T2.name FROM death AS T1 JOIN ship AS t2 ON T1.caused_by_ship_id  =  T2.id GROUP BY T2.id ORDER BY count(*) DESC LIMIT 1

select count(*) FROM battle WHERE id NOT IN ( id FROM ship WHERE tonnage = 225)	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/battle_death/battle_death.sqlite	SELECT count(*) FROM battle WHERE id NOT IN ( SELECT lost_in_battle FROM ship WHERE tonnage  =  '225' );

select T1.name, T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id = T2.lost_in_battle WHERE T2.name = 'Lettice' INTERSECT T1.name, T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id = T2.lost_in_battle WHERE T2.name = 'HMS Atalanta'	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/battle_death/battle_death.sqlite	SELECT T1.name ,  T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.name  =  'Lettice' INTERSECT SELECT T1.name ,  T1.date FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.name  =  'HMS Atalanta'

select name, results, bulgarian_commander FROM battle WHERE id NOT IN ( T1.id FROM ship AS T1 JOIN battle AS T2 ON T1.lost_in_battle = T2.id WHERE T1.location = 'English Channel')	/home/ubuntu/nl-to-sql-model-research/datasets/spider_ds/spider/database/battle_death/battle_death.sqlite	SELECT name ,  RESULT ,  bulgarian_commander FROM battle EXCEPT SELECT T1.name ,  T1.result ,  T1.bulgarian_commander FROM battle AS T1 JOIN ship AS T2 ON T1.id  =  T2.lost_in_battle WHERE T2.location  =  'English Channel'
